firm_id,firm_name,primary_category,uk_relevance,hq_region,priority_tier,fit_relevance,careers_url,canonical_platform,canonical_feed_url,alternate_endpoints_json,search_aliases_json,scrape_status,scrape_method,search_enabled,feed_enabled,uk_only_expected,notes,last_validated_at
stripe,stripe,Fintech,UK-Presence,EMEA,Tier2,Core,https://jobs.ashbyhq.com/stripe,Ashby,https://jobs.ashbyhq.com/api/non-user-graphql?op=job-board&board=stripe,[],[],covered,api,true,true,true,ATS feed from internal board list; internal_ashby_list; Ashby; Ashby; Ashby; Ashby; Ashby; Ashby; Ashby; Ashby; Ashby; Ashby; Ashby; Ashby,
sumup,SumUp,Fintech,UK-Presence,EMEA,Tier2,Core,https://www.linkedin.com/jobs/search/?keywords=SumUp&location=United%20Kingdom,LinkedInOnly,,[],[],partial,search,true,false,true,LinkedIn/search fallback until direct careers path is mapped,
symphonyai,symphonyai,Fintech,UK-Presence,EMEA,Tier2,Core,https://boards.greenhouse.io/symphonyai,Greenhouse,https://boards-api.greenhouse.io/v1/boards/symphonyai/jobs,"[{""platform"": ""Lever"", ""careers_url"": ""https://jobs.lever.co/symphonyai"", ""feed_url"": ""https://api.lever.co/v0/postings/symphonyai?mode=json"", ""workday_entry"": """", ""source"": ""internal_lever_list""}]",[],covered,api,true,true,true,ATS feed from internal board list; internal_greenhouse_list; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse,
symphonyai,Symphonyai,Fintech,UK-Presence,EMEA,Tier2,Core,https://boards.greenhouse.io/symphonyai,Greenhouse,https://boards-api.greenhouse.io/v1/boards/symphonyai/jobs,"[{""platform"": ""Lever"", ""careers_url"": ""https://jobs.lever.co/symphonyai"", ""feed_url"": ""https://api.lever.co/v0/postings/symphonyai?mode=json"", ""workday_entry"": """", ""source"": ""internal_lever_list""}]",[],covered,api,true,true,true,ATS feed from internal board list; internal_greenhouse_list; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse,
taina-technology,TAINA Technology,Fintech,UK-Presence,EMEA,Tier2,Core,https://www.linkedin.com/jobs/search/?keywords=TAINA+Technology&location=United%20Kingdom,LinkedInOnly,,[],[],partial,search,true,false,true,LinkedIn/search fallback until direct careers path is mapped,
temenos,Temenos,Fintech,UK-Presence,EMEA,Tier2,Core,https://www.linkedin.com/jobs/search/?keywords=Temenos&location=United%20Kingdom,LinkedInOnly,,[],[],partial,search,true,false,true,LinkedIn/search fallback until direct careers path is mapped,
thirdfort,Thirdfort,Fintech,UK-Presence,EMEA,Tier2,Core,https://www.linkedin.com/jobs/search/?keywords=Thirdfort&location=United%20Kingdom,LinkedInOnly,,[],[],partial,search,true,false,true,LinkedIn/search fallback until direct careers path is mapped,
thought-machine,Thought Machine,Fintech,UK-Presence,EMEA,Tier2,Core,https://boards.greenhouse.io/thought-machine,Greenhouse,https://boards-api.greenhouse.io/v1/boards/thought-machine/jobs,"[{""platform"": ""Greenhouse"", ""careers_url"": ""https://boards.greenhouse.io/thoughtmachine"", ""feed_url"": ""https://boards-api.greenhouse.io/v1/boards/thoughtmachine/jobs"", ""workday_entry"": """", ""source"": ""internal_greenhouse_list""}, {""platform"": ""Lever"", ""careers_url"": ""https://jobs.lever.co/thoughtmachine"", ""feed_url"": ""https://api.lever.co/v0/postings/thoughtmachine?mode=json"", ""workday_entry"": """", ""source"": ""internal_lever_list""}, {""platform"": ""Ashby"", ""careers_url"": ""https://jobs.ashbyhq.com/thoughtmachine"", ""feed_url"": ""https://api.ashbyhq.com/posting-api/job-board/thoughtmachine"", ""workday_entry"": """", ""source"": ""internal_ashby_list""}, {""platform"": ""Ashby"", ""careers_url"": ""https://jobs.ashbyhq.com/thoughtmachine"", ""feed_url"": ""https://jobs.ashbyhq.com/api/non-user-graphql?op=job-board&board=thoughtmachine"", ""workday_entry"": """", ""source"": ""internal_ashby_list""}]","[""Thoughtmachine""]",covered,api,true,true,true,ATS feed from internal board list; internal_greenhouse_list; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse,
tink,tink,Fintech,UK-Presence,EMEA,Tier2,Core,https://boards.greenhouse.io/tink,Greenhouse,https://boards-api.greenhouse.io/v1/boards/tink/jobs,[],[],covered,api,true,true,true,ATS feed from internal board list; internal_greenhouse_list; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse,
tink,Tink,Fintech,UK-Presence,EMEA,Tier2,Core,https://boards.greenhouse.io/tink,Greenhouse,https://boards-api.greenhouse.io/v1/boards/tink/jobs,[],[],covered,api,true,true,true,ATS feed from internal board list; internal_greenhouse_list; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse,
token-io,Token.io,Fintech,UK-Presence,EMEA,Tier2,Core,https://www.linkedin.com/jobs/search/?keywords=Token.io&location=United%20Kingdom,LinkedInOnly,,[],[],partial,search,true,false,true,LinkedIn/search fallback until direct careers path is mapped,
trust-payments,Trust Payments,Fintech,UK-Presence,EMEA,Tier2,Core,https://www.linkedin.com/jobs/search/?keywords=Trust+Payments&location=United%20Kingdom,LinkedInOnly,,[],[],partial,search,true,false,true,LinkedIn/search fallback until direct careers path is mapped,
trustly,Trustly,Fintech,UK-Presence,EMEA,Tier2,Adjacent,https://www.linkedin.com/jobs/search/?keywords=Trustly&location=United%20Kingdom,LinkedInOnly,,[],[],partial,search,true,false,true,LinkedIn/search fallback until direct careers path is mapped,
tuum,Tuum,Fintech,UK-Presence,EMEA,Tier2,Core,https://www.linkedin.com/jobs/search/?keywords=Tuum&location=United%20Kingdom,LinkedInOnly,,[],[],partial,search,true,false,true,LinkedIn/search fallback until direct careers path is mapped,
vera,Vera,Fintech,UK-Presence,EMEA,Tier2,Core,https://www.linkedin.com/jobs/search/?keywords=Vera&location=United%20Kingdom,LinkedInOnly,,[],[],partial,search,true,false,true,LinkedIn/search fallback until direct careers path is mapped,
verto,Verto,Fintech,UK-Presence,EMEA,Tier2,Core,https://www.linkedin.com/jobs/search/?keywords=Verto&location=United%20Kingdom,LinkedInOnly,,[],[],partial,search,true,false,true,LinkedIn/search fallback until direct careers path is mapped,
visa,Visa,Fintech,UK-Presence,EMEA,Tier2,Core,https://jobs.smartrecruiters.com/Visa,SmartRecruiters,https://api.smartrecruiters.com/v1/companies/Visa/postings,[],[],covered,api,true,true,true,ATS feed from internal company list; internal_smartrecruiters_list; SmartRecruiters; SmartRecruiters; SmartRecruiters; SmartRecruiters; SmartRecruiters; SmartRecruiters; SmartRecruiters; SmartRecruiters; SmartRecruiters; SmartRecruiters; SmartRecruiters; SmartRecruiters; SmartRecruiters; SmartRecruiters; SmartRecruiters; SmartRecruiters,
volt,Volt,Fintech,UK-Presence,EMEA,Tier2,Core,https://www.linkedin.com/jobs/search/?keywords=Volt&location=United%20Kingdom,LinkedInOnly,,[],[],partial,search,true,false,true,LinkedIn/search fallback until direct careers path is mapped,
voxsmart,Voxsmart,Fintech,UK-Presence,EMEA,Tier2,Core,https://www.linkedin.com/jobs/search/?keywords=Voxsmart&location=United%20Kingdom,LinkedInOnly,,[],[],partial,search,true,false,true,LinkedIn/search fallback until direct careers path is mapped,
wordwatch,Wordwatch,Fintech,UK-Presence,EMEA,Tier2,Core,https://www.linkedin.com/jobs/search/?keywords=Wordwatch&location=United%20Kingdom,LinkedInOnly,,[],[],partial,search,true,false,true,LinkedIn/search fallback until direct careers path is mapped,
worldline,Worldline,Fintech,UK-Presence,EMEA,Tier2,Adjacent,https://www.linkedin.com/jobs/search/?keywords=Worldline&location=United%20Kingdom,LinkedInOnly,,[],[],partial,search,true,false,true,LinkedIn/search fallback until direct careers path is mapped,
worldpay,Worldpay,Fintech,UK-Presence,EMEA,Tier2,Core,https://www.linkedin.com/jobs/search/?keywords=Worldpay&location=United%20Kingdom,LinkedInOnly,,[],[],partial,search,true,false,true,LinkedIn/search fallback until direct careers path is mapped,
worldremit,Worldremit,Fintech,UK-Presence,EMEA,Tier2,Core,https://jobs.lever.co/worldremit,Lever,https://api.lever.co/v0/postings/worldremit?mode=json,[],[],covered,api,true,true,true,ATS feed from internal board list; internal_lever_list; Lever; Lever; Lever; Lever; Lever; Lever; Lever; Lever; Lever; Lever; Lever; Lever; Lever; Lever; Lever; Lever,
worldremit,worldremit,Fintech,UK-Presence,EMEA,Tier2,Core,https://jobs.lever.co/worldremit,Lever,https://api.lever.co/v0/postings/worldremit?mode=json,[],[],covered,api,true,true,true,ATS feed from internal board list; internal_lever_list; Lever; Lever; Lever; Lever; Lever; Lever; Lever; Lever; Lever; Lever; Lever; Lever,
yapily,Yapily,Fintech,UK-Presence,EMEA,Tier2,Core,https://www.linkedin.com/jobs/search/?keywords=Yapily&location=United%20Kingdom,LinkedInOnly,,[],[],partial,search,true,false,true,LinkedIn/search fallback until direct careers path is mapped,
zilch,Zilch,Fintech,UK-Presence,EMEA,Tier2,Core,https://www.linkedin.com/jobs/search/?keywords=Zilch&location=United%20Kingdom,LinkedInOnly,,[],[],partial,search,true,false,true,LinkedIn/search fallback until direct careers path is mapped,
zopa,zopa,Fintech,UK-Presence,EMEA,Tier2,Core,https://boards.greenhouse.io/zopa,Greenhouse,https://boards-api.greenhouse.io/v1/boards/zopa/jobs,"[{""platform"": ""Lever"", ""careers_url"": ""https://jobs.lever.co/zopa"", ""feed_url"": ""https://api.lever.co/v0/postings/zopa?mode=json"", ""workday_entry"": """", ""source"": ""internal_lever_list""}]",[],covered,api,true,true,true,ATS feed from internal board list; internal_greenhouse_list; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse,
chainalysis,Chainalysis,Regtech,UK-Presence,EMEA,Tier1,Core,https://www.chainalysis.com/careers/,Custom,,[],[],covered,html,true,true,true,Curated direct careers page; CuratedCustom; Custom; Custom; Custom; Custom; Custom; Custom; Custom; Custom; Custom; Custom; Custom; Custom,
complyadvantage,ComplyAdvantage,Regtech,UK-Presence,EMEA,Tier1,Core,https://boards.greenhouse.io/complyadvantage,Greenhouse,https://boards-api.greenhouse.io/v1/boards/complyadvantage/jobs,"[{""platform"": ""Lever"", ""careers_url"": ""https://jobs.lever.co/complyadvantage"", ""feed_url"": ""https://api.lever.co/v0/postings/complyadvantage?mode=json"", ""workday_entry"": """", ""source"": ""internal_lever_list""}]","[""Complyadvantage""]",covered,api,true,true,true,ATS feed from internal board list; internal_greenhouse_list; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse,
elliptic,Elliptic,Regtech,UK-Presence,EMEA,Tier1,Core,https://www.elliptic.co/careers,Custom,,[],[],covered,html,true,true,true,Curated direct careers page; CuratedCustom; Custom; Custom; Custom; Custom; Custom; Custom; Custom; Custom; Custom; Custom; Custom; Custom,
featurespace,Featurespace,Regtech,UK-Presence,EMEA,Tier1,Core,https://www.featurespace.com/careers/,Custom,,[],[],covered,html,true,true,true,Curated direct careers page; CuratedCustom; Custom; Custom; Custom; Custom; Custom; Custom; Custom; Custom; Custom; Custom; Custom; Custom,
fenergo,Fenergo,Regtech,UK-Presence,EMEA,Tier1,Core,https://boards.greenhouse.io/fenergo,Greenhouse,https://boards-api.greenhouse.io/v1/boards/fenergo/jobs,"[{""platform"": ""Lever"", ""careers_url"": ""https://jobs.lever.co/fenergo"", ""feed_url"": ""https://api.lever.co/v0/postings/fenergo?mode=json"", ""workday_entry"": """", ""source"": ""internal_lever_list""}]","[""fenergo""]",covered,api,true,true,true,ATS feed from internal board list; internal_greenhouse_list; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse,
napier,Napier,Regtech,UK-Presence,EMEA,Tier1,Core,https://boards.greenhouse.io/napier,Greenhouse,https://boards-api.greenhouse.io/v1/boards/napier/jobs,"[{""platform"": ""Lever"", ""careers_url"": ""https://jobs.lever.co/napier"", ""feed_url"": ""https://api.lever.co/v0/postings/napier?mode=json"", ""workday_entry"": """", ""source"": ""internal_lever_list""}]","[""napier""]",covered,api,true,true,true,ATS feed from internal board list; internal_greenhouse_list; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse,
nice-actimize,NICE Actimize,Regtech,UK-Presence,EMEA,Tier1,Core,https://jobs.lever.co/actimize,Lever,https://api.lever.co/v0/postings/actimize?mode=json,[],"[""Actimize"", ""actimize""]",covered,api,true,true,true,ATS feed from internal board list; internal_lever_list; Lever; Lever; Lever; Lever; Lever; Lever; Lever; Lever; Lever; Lever; Lever; Lever,
onfido,Onfido,Regtech,UK-Presence,EMEA,Tier1,Core,https://boards.greenhouse.io/onfido,Greenhouse,https://boards-api.greenhouse.io/v1/boards/onfido/jobs,"[{""platform"": ""Lever"", ""careers_url"": ""https://jobs.lever.co/onfido"", ""feed_url"": ""https://api.lever.co/v0/postings/onfido?mode=json"", ""workday_entry"": """", ""source"": ""internal_lever_list""}]","[""onfido""]",covered,api,true,true,true,ATS feed from internal board list; internal_greenhouse_list; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse,
quantexa,Quantexa,Regtech,UK-Presence,EMEA,Tier1,Core,https://boards.greenhouse.io/quantexa,Greenhouse,https://boards-api.greenhouse.io/v1/boards/quantexa/jobs,"[{""platform"": ""Lever"", ""careers_url"": ""https://jobs.lever.co/quantexa"", ""feed_url"": ""https://api.lever.co/v0/postings/quantexa?mode=json"", ""workday_entry"": """", ""source"": ""internal_lever_list""}]","[""quantexa""]",covered,api,true,true,true,ATS feed from internal board list; internal_greenhouse_list; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse,
ripjar,Ripjar,Regtech,UK-Presence,EMEA,Tier1,Core,https://boards.greenhouse.io/ripjar,Greenhouse,https://boards-api.greenhouse.io/v1/boards/ripjar/jobs,"[{""platform"": ""Lever"", ""careers_url"": ""https://jobs.lever.co/ripjar"", ""feed_url"": ""https://api.lever.co/v0/postings/ripjar?mode=json"", ""workday_entry"": """", ""source"": ""internal_lever_list""}]","[""ripjar""]",covered,api,true,true,true,ATS feed from internal board list; internal_greenhouse_list; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse,
sumsub,Sumsub,Regtech,UK-Presence,EMEA,Tier1,Core,https://boards.greenhouse.io/sumsub,Greenhouse,https://boards-api.greenhouse.io/v1/boards/sumsub/jobs,"[{""platform"": ""Lever"", ""careers_url"": ""https://jobs.lever.co/sumsub"", ""feed_url"": ""https://api.lever.co/v0/postings/sumsub?mode=json"", ""workday_entry"": """", ""source"": ""internal_lever_list""}]","[""sumsub""]",covered,api,true,true,true,ATS feed from internal board list; internal_greenhouse_list; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse,
trulioo,Trulioo,Regtech,UK-Presence,EMEA,Tier1,Core,https://boards.greenhouse.io/trulioo,Greenhouse,https://boards-api.greenhouse.io/v1/boards/trulioo/jobs,"[{""platform"": ""Lever"", ""careers_url"": ""https://jobs.lever.co/trulioo"", ""feed_url"": ""https://api.lever.co/v0/postings/trulioo?mode=json"", ""workday_entry"": """", ""source"": ""internal_lever_list""}]","[""trulioo""]",covered,api,true,true,true,ATS feed from internal board list; internal_greenhouse_list; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse,
veriff,Veriff,Regtech,UK-Presence,EMEA,Tier1,Core,https://boards.greenhouse.io/veriff,Greenhouse,https://boards-api.greenhouse.io/v1/boards/veriff/jobs,"[{""platform"": ""Lever"", ""careers_url"": ""https://jobs.lever.co/veriff"", ""feed_url"": ""https://api.lever.co/v0/postings/veriff?mode=json"", ""workday_entry"": """", ""source"": ""internal_lever_list""}]","[""veriff""]",covered,api,true,true,true,ATS feed from internal board list; internal_greenhouse_list; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse,
alloy,Alloy,Regtech,UK-Presence,EMEA,Tier2,Core,https://boards.greenhouse.io/alloy,Greenhouse,https://boards-api.greenhouse.io/v1/boards/alloy/jobs,[],[],covered,api,true,true,true,ATS feed from internal board list; internal_greenhouse_list; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse,
biocatch,BioCatch,Regtech,UK-Presence,EMEA,Tier2,Core,https://www.linkedin.com/jobs/search/?keywords=BioCatch&location=United%20Kingdom,LinkedInOnly,,[],[],partial,search,true,false,true,LinkedIn/search fallback until direct careers path is mapped,
complycube,ComplyCube,Regtech,UK-Presence,EMEA,Tier2,Core,https://www.linkedin.com/jobs/search/?keywords=ComplyCube&location=United%20Kingdom,LinkedInOnly,,[],[],partial,search,true,false,true,LinkedIn/search fallback until direct careers path is mapped,
encompass,Encompass,Regtech,UK-Presence,EMEA,Tier2,Core,https://jobs.lever.co/encompass,Lever,https://api.lever.co/v0/postings/encompass?mode=json,[],"[""encompass""]",covered,api,true,true,true,ATS feed from internal board list; internal_lever_list; Lever; Lever; Lever; Lever; Lever; Lever; Lever; Lever; Lever; Lever; Lever; Lever,
entrust,Entrust,Regtech,UK-Presence,EMEA,Tier2,Core,https://boards.greenhouse.io/entrust,Greenhouse,https://boards-api.greenhouse.io/v1/boards/entrust/jobs,[],[],covered,api,true,true,true,ATS feed from internal board list; internal_greenhouse_list; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse,
feedzai,Feedzai,Regtech,UK-Presence,EMEA,Tier2,Core,https://www.linkedin.com/jobs/search/?keywords=Feedzai&location=United%20Kingdom,LinkedInOnly,,[],[],partial,search,true,false,true,LinkedIn/search fallback until direct careers path is mapped,
finscan,FinScan,Regtech,UK-Presence,EMEA,Tier2,Core,https://www.linkedin.com/jobs/search/?keywords=FinScan&location=United%20Kingdom,LinkedInOnly,,[],[],partial,search,true,false,true,LinkedIn/search fallback until direct careers path is mapped,
fourthline,Fourthline,Regtech,UK-Presence,EMEA,Tier2,Core,https://www.linkedin.com/jobs/search/?keywords=Fourthline&location=United%20Kingdom,LinkedInOnly,,[],[],partial,search,true,false,true,LinkedIn/search fallback until direct careers path is mapped,
hawk,Hawk,Regtech,UK-Presence,EMEA,Tier2,Core,https://www.linkedin.com/jobs/search/?keywords=Hawk&location=United%20Kingdom,LinkedInOnly,,[],[],partial,search,true,false,true,LinkedIn/search fallback until direct careers path is mapped,
hawk-ai,Hawk AI,Regtech,UK-Presence,EMEA,Tier2,Core,https://www.linkedin.com/jobs/search/?keywords=Hawk+AI&location=United%20Kingdom,LinkedInOnly,,[],[],partial,search,true,false,true,LinkedIn/search fallback until direct careers path is mapped,
imtf,IMTF,Regtech,UK-Presence,EMEA,Tier2,Core,https://www.linkedin.com/jobs/search/?keywords=IMTF&location=United%20Kingdom,LinkedInOnly,,[],[],partial,search,true,false,true,LinkedIn/search fallback until direct careers path is mapped,
incode,Incode,Regtech,UK-Presence,EMEA,Tier2,Core,https://www.linkedin.com/jobs/search/?keywords=Incode&location=United%20Kingdom,LinkedInOnly,,[],[],partial,search,true,false,true,LinkedIn/search fallback until direct careers path is mapped,
jumio,Jumio,Regtech,UK-Presence,EMEA,Tier2,Core,https://www.linkedin.com/jobs/search/?keywords=Jumio&location=United%20Kingdom,LinkedInOnly,,[],[],partial,search,true,false,true,LinkedIn/search fallback until direct careers path is mapped,
kyc-portal,KYC Portal,Regtech,UK-Presence,EMEA,Tier2,Core,https://www.linkedin.com/jobs/search/?keywords=KYC+Portal&location=United%20Kingdom,LinkedInOnly,,[],[],partial,search,true,false,true,LinkedIn/search fallback until direct careers path is mapped,
kyc360,KYC360,Regtech,UK-Presence,EMEA,Tier2,Core,https://boards.greenhouse.io/kyc360,Greenhouse,https://boards-api.greenhouse.io/v1/boards/kyc360/jobs,[],"[""Kyc360""]",covered,api,true,true,true,ATS feed from internal board list; internal_greenhouse_list; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse,
kyckr,Kyckr,Regtech,UK-Presence,EMEA,Tier2,Core,https://boards.greenhouse.io/kyckr,Greenhouse,https://boards-api.greenhouse.io/v1/boards/kyckr/jobs,"[{""platform"": ""Lever"", ""careers_url"": ""https://jobs.lever.co/kyckr"", ""feed_url"": ""https://api.lever.co/v0/postings/kyckr?mode=json"", ""workday_entry"": """", ""source"": ""internal_lever_list""}]",[],covered,api,true,true,true,ATS feed from internal board list; internal_greenhouse_list; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse,
lexisnexis-risk,LexisNexis Risk,Regtech,UK-Presence,EMEA,Tier2,Core,https://www.linkedin.com/jobs/search/?keywords=LexisNexis+Risk&location=United%20Kingdom,LinkedInOnly,,[],[],partial,search,true,false,true,LinkedIn/search fallback until direct careers path is mapped,
lucinity,Lucinity,Regtech,UK-Presence,EMEA,Tier2,Core,https://www.linkedin.com/jobs/search/?keywords=Lucinity&location=United%20Kingdom,LinkedInOnly,,[],[],partial,search,true,false,true,LinkedIn/search fallback until direct careers path is mapped,
norbloc,Norbloc,Regtech,UK-Presence,EMEA,Tier2,Core,https://www.linkedin.com/jobs/search/?keywords=Norbloc&location=United%20Kingdom,LinkedInOnly,,[],[],partial,search,true,false,true,LinkedIn/search fallback until direct careers path is mapped,
persona,Persona,Regtech,UK-Presence,EMEA,Tier2,Core,https://www.linkedin.com/jobs/search/?keywords=Persona&location=United%20Kingdom,LinkedInOnly,,[],[],partial,search,true,false,true,LinkedIn/search fallback until direct careers path is mapped,
resistant-ai,Resistant AI,Regtech,UK-Presence,EMEA,Tier2,Core,https://www.linkedin.com/jobs/search/?keywords=Resistant+AI&location=United%20Kingdom,LinkedInOnly,,[],[],partial,search,true,false,true,LinkedIn/search fallback until direct careers path is mapped,
salv,Salv,Regtech,UK-Presence,EMEA,Tier2,Core,https://www.linkedin.com/jobs/search/?keywords=Salv&location=United%20Kingdom,LinkedInOnly,,[],[],partial,search,true,false,true,LinkedIn/search fallback until direct careers path is mapped,
saphyre,Saphyre,Regtech,UK-Presence,EMEA,Tier2,Core,https://boards.greenhouse.io/saphyre,Greenhouse,https://boards-api.greenhouse.io/v1/boards/saphyre/jobs,"[{""platform"": ""Lever"", ""careers_url"": ""https://jobs.lever.co/saphyre"", ""feed_url"": ""https://api.lever.co/v0/postings/saphyre?mode=json"", ""workday_entry"": """", ""source"": ""internal_lever_list""}]",[],covered,api,true,true,true,ATS feed from internal board list; internal_greenhouse_list; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse,
sigma360,Sigma360,Regtech,UK-Presence,EMEA,Tier2,Core,https://www.linkedin.com/jobs/search/?keywords=Sigma360&location=United%20Kingdom,LinkedInOnly,,[],[],partial,search,true,false,true,LinkedIn/search fallback until direct careers path is mapped,
smartkyc,smartKYC,Regtech,UK-Presence,EMEA,Tier2,Core,https://www.linkedin.com/jobs/search/?keywords=smartKYC&location=United%20Kingdom,LinkedInOnly,,[],[],partial,search,true,false,true,LinkedIn/search fallback until direct careers path is mapped,
socure,Socure,Regtech,UK-Presence,EMEA,Tier2,Core,https://boards.greenhouse.io/socure,Greenhouse,https://boards-api.greenhouse.io/v1/boards/socure/jobs,[],[],covered,api,true,true,true,ATS feed from internal board list; internal_greenhouse_list; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse,
strise,Strise,Regtech,UK-Presence,EMEA,Tier2,Core,https://www.linkedin.com/jobs/search/?keywords=Strise&location=United%20Kingdom,LinkedInOnly,,[],[],partial,search,true,false,true,LinkedIn/search fallback until direct careers path is mapped,
symphonyai,SymphonyAI,Regtech,UK-Presence,EMEA,Tier2,Core,https://www.linkedin.com/jobs/search/?keywords=SymphonyAI&location=United%20Kingdom,LinkedInOnly,,[],[],partial,search,true,false,true,LinkedIn/search fallback until direct careers path is mapped,
unit21,Unit21,Regtech,UK-Presence,EMEA,Tier2,Core,https://www.linkedin.com/jobs/search/?keywords=Unit21&location=United%20Kingdom,LinkedInOnly,,[],[],partial,search,true,false,true,LinkedIn/search fallback until direct careers path is mapped,
